No.,Slop_angle,Coefficient restitution,Friction Angle,ĵ_W,ĵ_B&G,ĵ_A,ĵ_R2,X_ave,X_95,X_cv,Z_ave,Z_95,Z_cv,R/T
1,30,0.1,20,0.805995977,0.577350269,0.367552597,0.636619772,117.9414439,119.3205967,0.00777591,1.829668338,3.456009967,0.593451524,0.003698
2,30,0.1,20,0.851298292,0.680413817,0.579959658,0.816927334,123.2047515,146.0606709,0.11093574,3.695032908,9.759097223,0.906226689,0.0187731
3,30,0.1,20,0.904997185,0.707106781,0.562697698,0.753129277,118.8785288,123.3736113,0.021981423,1.720628199,4.815210736,0.784640958,0.006773236
4,30,0.1,20,0.767663317,0.40824829,0.259898934,0.530516477,119.8402714,121.1190774,0.006769101,1.864795245,4.979782896,0.804538076,0.004405278
5,30,0.1,20,0.807248973,0.440225453,0.314147679,0.572464291,118.5424954,121.1564189,0.011277472,2.689201831,5.730510132,0.561445624,0.01086351
6,30,0.1,20,0.849754169,0.447213595,0.284705017,0.509295818,118.451958,121.7653588,0.015731516,1.305712634,3.534495654,0.681777071,0.006186945
7,30,0.1,20,0.761618473,0.333333333,0.282942121,0.565884242,120.9792563,122.68629,0.012470941,1.673263196,4.580302571,0.972259124,0.004008666
8,30,0.1,20,0.798975017,0.421075961,0.549819004,0.840001313,119.5716206,121.6945476,0.013413052,2.710197369,6.336396899,0.683602047,0.01156655
9,30,0.1,20,0.836593725,0.447213595,0.569410035,0.821174538,119.1891672,120.3524668,0.012045421,1.291023475,3.591568846,0.753533614,0.006743307
10,30,0.1,20,0.718516797,0.301511345,0.157048432,0.405121673,120.7206809,121.6414378,0.005558285,1.464090515,4.384951936,0.965998105,0.005591721
11,30,0.1,20,0.752255969,0.313727903,0.170552898,0.408827807,119.9798212,124.3663439,0.019281889,1.663943803,3.856612874,0.653581421,0.009650346
12,30,0.1,20,0.784225984,0.316227766,0.150987636,0.361564983,120.809178,126.6741352,0.025439058,1.752575985,4.498790654,0.738106215,0.00577832
13,30,0.1,20,0.725820022,0.267261242,0.218756303,0.50020125,121.2844316,123.233888,0.014381199,1.603571713,5.207702442,1.001002236,0.004195243
14,30,0.1,20,0.757902263,0.30656967,0.318285768,0.615080006,120.1502966,121.8835819,0.011837017,1.815141925,4.705152339,0.791989726,0.01031921
15,30,0.1,20,0.785582178,0.316227766,0.301975273,0.572957795,119.7863586,121.4164348,0.008434201,1.346964899,3.606002664,0.755685301,0.005675718
16,30,0.1,20,0.697468411,0.229415734,0.207545578,0.502594557,122.3417862,123.7333643,0.010095317,1.283187236,4.366738907,1.217630511,0.004703407
17,30,0.1,20,0.724535006,0.295656198,0.428234729,0.784142904,121.5013001,124.3173382,0.011017502,1.930247133,5.509976066,0.717104403,0.01079545
18,30,0.1,20,0.742659835,0.316227766,0.452962909,0.794179167,121.0342734,123.8365823,0.011565971,1.374783974,3.693720512,0.762257632,0.005913834
19,30,0.1,30,0.805995977,0.577350269,0.367552597,0.636619772,87.43875172,88.85180928,0.011024009,1.181642698,2.379708312,0.46974679,0.009723159
20,30,0.1,30,0.851298292,0.680413817,0.579959658,0.816927334,148.6830351,203.083914,0.281211513,12.9490365,34.55714177,0.940647074,0.08601818
21,30,0.1,30,0.904997185,0.707106781,0.562697698,0.753129277,99.76336694,120.7343017,0.11500093,3.10562627,8.271370008,0.886759109,0.02997474
22,30,0.1,30,0.767663317,0.40824829,0.259898934,0.530516477,87.51478089,88.92763939,0.010778214,1.191188043,3.713119604,0.960751992,0.01046843
23,30,0.1,30,0.807248973,0.440225453,0.314147679,0.572464291,90.35151936,100.2843351,0.065127835,2.184001549,5.077641214,1.007874239,0.03043522
24,30,0.1,30,0.849754169,0.447213595,0.284705017,0.509295818,87.7897131,89.11660199,0.011685817,0.70840827,1.958973255,0.808071712,0.0170431
25,30,0.1,30,0.761618473,0.333333333,0.282942121,0.565884242,87.80944814,89.02772599,0.011384505,1.024435515,2.976643305,1.067158039,0.009304926
26,30,0.1,30,0.798975017,0.421075961,0.549819004,0.840001313,92.08123001,109.4897305,0.098958954,2.76673032,8.731615818,1.205218323,0.03065724
27,30,0.1,30,0.836593725,0.447213595,0.569410035,0.821174538,88.39471157,90.82055421,0.024176427,0.884231464,2.173119162,0.804292586,0.01642116
28,30,0.1,30,0.718516797,0.301511345,0.157048432,0.405121673,87.57966587,89.27701077,0.011794198,0.977894539,3.629327616,1.172171462,0.01337706
29,30,0.1,30,0.752255969,0.313727903,0.170552898,0.408827807,89.14599398,91.49373155,0.030990638,1.298508484,2.511769965,0.864220601,0.02289234
30,30,0.1,30,0.784225984,0.316227766,0.150987636,0.361564983,87.58530991,89.11267355,0.011500944,0.720922002,1.66832409,0.725720719,0.01646107
31,30,0.1,30,0.725820022,0.267261242,0.218756303,0.50020125,87.6939727,88.93882873,0.010993656,1.061439403,3.667143919,1.079427853,0.01024972
32,30,0.1,30,0.757902263,0.30656967,0.318285768,0.615080006,88.83863948,90.52225993,0.016143965,1.377102539,3.302731546,0.717061526,0.02068636
33,30,0.1,30,0.785582178,0.316227766,0.301975273,0.572957795,87.87311367,89.81972504,0.013863879,1.026361564,2.90786207,0.856791276,0.0140647
34,30,0.1,30,0.697468411,0.229415734,0.207545578,0.502594557,87.88634182,89.12258862,0.011121679,0.853906665,3.33766289,1.273794453,0.01078272
35,30,0.1,30,0.724535006,0.295656198,0.428234729,0.784142904,90.05107422,95.68068985,0.035392275,1.571635065,4.740322766,0.867869033,0.02393603
36,30,0.1,30,0.742659835,0.316227766,0.452962909,0.794179167,88.16560785,90.7549276,0.027069728,0.851458381,2.101494523,0.812251609,0.01486819
37,30,0.1,40,0.805995977,0.577350269,0.367552597,0.636619772,86.60253906,86.60253906,0,1.011155147,1.895468431,0.481004546,0.02542108
38,30,0.1,40,0.851298292,0.680413817,0.579959658,0.816927334,175.2152229,227.8256608,0.193324602,20.88982634,52.05235894,0.844956102,0.1896767
39,30,0.1,40,0.904997185,0.707106781,0.562697698,0.753129277,126.8410549,161.8574235,0.137027465,13.49046707,26.71536555,0.821274238,0.1135091
40,30,0.1,40,0.767663317,0.40824829,0.259898934,0.530516477,86.60253906,86.60253906,0,1.269931504,4.302768052,1.024895555,0.02736033
41,30,0.1,40,0.807248973,0.440225453,0.314147679,0.572464291,95.76248959,133.0091246,0.181225864,5.193303385,25.87544032,1.478173315,0.08546728
42,30,0.1,40,0.849754169,0.447213595,0.284705017,0.509295818,87.11516503,86.60253906,0.029874054,1.027467176,2.790511512,1.571055575,0.05373249
43,30,0.1,40,0.761618473,0.333333333,0.282942121,0.565884242,86.60253906,86.60253906,0,0.926463895,2.690408111,1.084466677,0.02324597
44,30,0.1,40,0.798975017,0.421075961,0.549819004,0.840001313,102.2850499,132.3765613,0.173506328,6.515288181,21.55227936,1.194305578,0.09453836
45,30,0.1,40,0.836593725,0.447213595,0.569410035,0.821174538,91.01501334,118.9658757,0.12697171,2.628093938,13.84367716,1.794280203,0.06234564
46,30,0.1,40,0.718516797,0.301511345,0.157048432,0.405121673,86.60253906,86.60253906,0,0.896323395,3.499266099,1.21956064,0.03065485
47,30,0.1,40,0.752255969,0.313727903,0.170552898,0.408827807,88.12028669,89.25131764,0.087942404,1.371171594,3.062021934,1.401181487,0.05474994
48,30,0.1,40,0.784225984,0.316227766,0.150987636,0.361564983,86.88491282,86.60253906,0.032336839,0.934662007,1.000460494,1.462166392,0.04970871
49,30,0.1,40,0.725820022,0.267261242,0.218756303,0.50020125,86.60253906,86.60253906,0,1.250880748,3.334334181,1.53198996,0.0300624
50,30,0.1,40,0.757902263,0.30656967,0.318285768,0.615080006,88.10036252,102.6594288,0.068065471,1.878578742,8.053811369,1.291059891,0.05433147
51,30,0.1,40,0.785582178,0.316227766,0.301975273,0.572957795,86.83698682,86.60253906,0.026863273,1.222961295,3.991895972,1.178574854,0.04674919
52,30,0.1,40,0.697468411,0.229415734,0.207545578,0.502594557,86.60253906,86.60253906,0,0.833605637,3.519788871,1.263186377,0.02937558
53,30,0.1,40,0.724535006,0.295656198,0.428234729,0.784142904,89.66830737,110.5539071,0.105376862,2.372605321,13.47872914,1.493125661,0.05862442
54,30,0.1,40,0.742659835,0.316227766,0.452962909,0.794179167,86.60253906,86.60253906,0,1.109602122,3.884321681,1.172222682,0.03893717
55,30,0.3,20,0.805995977,0.577350269,0.367552597,0.636619772,113.4922133,114.9175378,0.009592522,3.571128204,6.500720798,0.57301957,0.008791674
56,30,0.3,20,0.851298292,0.680413817,0.579959658,0.816927334,163.1061245,240.2424381,0.264872611,16.09190329,46.0283273,0.952892853,0.09013947
57,30,0.3,20,0.904997185,0.707106781,0.562697698,0.753129277,124.6137879,150.2542498,0.12499437,6.036934867,18.63577854,0.810194437,0.042328
58,30,0.3,20,0.767663317,0.40824829,0.259898934,0.530516477,114.6296181,116.1457285,0.007641421,3.068316869,9.653870376,0.849472595,0.00909015
59,30,0.3,20,0.807248973,0.440225453,0.314147679,0.572464291,116.0188632,129.8845546,0.046270237,5.357960302,11.47476125,0.871021274,0.02960168
60,30,0.3,20,0.849754169,0.447213595,0.284705017,0.509295818,115.4814853,121.8852101,0.026108279,2.987256789,8.083866032,0.76026795,0.02229765
61,30,0.3,20,0.761618473,0.333333333,0.282942121,0.565884242,115.6134827,116.8495236,0.007648017,3.245106061,7.469645414,0.763611562,0.006086827
62,30,0.3,20,0.798975017,0.421075961,0.549819004,0.840001313,116.2139399,131.6997436,0.058070845,5.088536885,12.65238325,0.999756913,0.0344167
63,30,0.3,20,0.836593725,0.447213595,0.569410035,0.821174538,114.7780078,119.3817107,0.021852776,2.536774905,7.0611417,0.69806907,0.0193918
64,30,0.3,20,0.718516797,0.301511345,0.157048432,0.405121673,115.139025,116.7152555,0.007109427,2.326583187,6.23829824,0.886874988,0.008621087
65,30,0.3,20,0.752255969,0.313727903,0.170552898,0.408827807,116.0433146,120.989423,0.024511804,3.204331052,8.321894955,0.755642823,0.02202002
66,30,0.3,20,0.784225984,0.316227766,0.150987636,0.361564983,117.4761714,124.0410516,0.027854048,2.702522534,7.368845672,0.786292232,0.01497095
67,30,0.3,20,0.725820022,0.267261242,0.218756303,0.50020125,115.555927,116.9013836,0.010180228,3.086719599,8.284330234,0.994976237,0.008265591
68,30,0.3,20,0.757902263,0.30656967,0.318285768,0.615080006,115.5511854,118.3015713,0.036698211,3.614992104,14.57653156,1.08412967,0.0267407
69,30,0.3,20,0.785582178,0.316227766,0.301975273,0.572957795,115.0982596,116.8849006,0.009348866,2.516264687,7.394889907,0.801946481,0.01445355
70,30,0.3,20,0.697468411,0.229415734,0.207545578,0.502594557,116.5416411,117.50116,0.011367331,2.300710968,6.939685184,1.056652901,0.009242118
71,30,0.3,20,0.724535006,0.295656198,0.428234729,0.784142904,115.6874853,118.0287697,0.0103817,2.828898353,7.948632571,0.836921614,0.02224155
72,30,0.3,20,0.742659835,0.316227766,0.452962909,0.794179167,115.6545464,118.0040346,0.012304941,2.339092173,6.50121587,0.643079705,0.01397569
73,30,0.3,30,0.805995977,0.577350269,0.367552597,0.636619772,87.32991979,88.87549063,0.02006612,2.635404569,6.54244223,0.684049873,0.02388783
74,30,0.3,30,0.851298292,0.680413817,0.579959658,0.816927334,185.5335604,236.3894487,0.190526208,26.34250713,69.25439735,0.810615768,0.2074678
75,30,0.3,30,0.904997185,0.707106781,0.562697698,0.753129277,144.7931468,188.7217246,0.162568026,18.7772738,46.43777037,0.72028016,0.1560586
76,30,0.3,30,0.767663317,0.40824829,0.259898934,0.530516477,87.9395312,91.57041092,0.041191724,2.476890671,7.127523655,1.262453583,0.02922394
77,30,0.3,30,0.807248973,0.440225453,0.314147679,0.572464291,102.2265379,138.2855041,0.186739304,9.038958957,38.05404751,1.244320669,0.09946327
78,30,0.3,30,0.849754169,0.447213595,0.284705017,0.509295818,94.46450049,121.9135466,0.123465226,3.296094205,11.69814298,1.337038975,0.06662993
79,30,0.3,30,0.761618473,0.333333333,0.282942121,0.565884242,88.17639835,89.25543369,0.057933105,2.280134537,5.363945894,1.3495028,0.02454251
80,30,0.3,30,0.798975017,0.421075961,0.549819004,0.840001313,105.2297444,145.5214236,0.224386816,9.888034746,46.7876288,1.23899918,0.09239182
81,30,0.3,30,0.836593725,0.447213595,0.569410035,0.821174538,95.47366693,131.3898877,0.166182897,5.33363872,23.18851012,1.44315994,0.06403072
82,30,0.3,30,0.718516797,0.301511345,0.157048432,0.405121673,87.32100608,88.97890844,0.011104505,1.569911692,4.352030021,1.004242605,0.01994895
83,30,0.3,30,0.752255969,0.313727903,0.170552898,0.408827807,89.69049173,97.96495581,0.092016768,2.724819505,10.50226206,1.005062593,0.05832192
84,30,0.3,30,0.784225984,0.316227766,0.150987636,0.361564983,90.35088037,103.0204894,0.092521631,2.649137572,7.581813378,1.786307569,0.0519188
85,30,0.3,30,0.725820022,0.267261242,0.218756303,0.50020125,88.26150629,90.26236843,0.086336164,2.648941647,11.31608973,1.463707808,0.02789862
86,30,0.3,30,0.757902263,0.30656967,0.318285768,0.615080006,92.23382582,112.9431243,0.126133452,3.998206202,14.81621494,1.970855645,0.07610607
87,30,0.3,30,0.785582178,0.316227766,0.301975273,0.572957795,90.02054038,94.41423487,0.088520486,2.83450849,6.64316883,1.233543713,0.04890861
88,30,0.3,30,0.697468411,0.229415734,0.207545578,0.502594557,87.45463349,89.48107864,0.023920336,1.70816416,5.805693897,1.147221381,0.02610697
89,30,0.3,30,0.724535006,0.295656198,0.428234729,0.784142904,91.89986674,123.2684032,0.125063038,3.605057568,10.25760583,1.168581095,0.06663981
90,30,0.3,30,0.742659835,0.316227766,0.452962909,0.794179167,88.91851848,93.85647631,0.063218117,2.339564022,10.06350985,1.394561617,0.03554033
91,30,0.3,40,0.805995977,0.577350269,0.367552597,0.636619772,95.75091554,141.2461566,0.186094056,7.48752431,23.59848963,1.626855992,0.07704457
92,30,0.3,40,0.851298292,0.680413817,0.579959658,0.816927334,190.9816951,253.9874191,0.211328768,35.72800319,86.19244842,0.638749524,0.2487966
93,30,0.3,40,0.904997185,0.707106781,0.562697698,0.753129277,140.0522834,172.4507657,0.14080411,23.99582893,56.82800786,0.739084799,0.196333
94,30,0.3,40,0.767663317,0.40824829,0.259898934,0.530516477,90.40800816,117.5696837,0.115053446,4.30062184,11.5697953,1.772266211,0.06935043
95,30,0.3,40,0.807248973,0.440225453,0.314147679,0.572464291,110.522954,156.264759,0.206675906,12.86245373,34.78864565,1.08715326,0.1721967
96,30,0.3,40,0.849754169,0.447213595,0.284705017,0.509295818,100.0231891,132.8019898,0.155716982,8.329816802,26.27098103,1.066485067,0.1202924
97,30,0.3,40,0.761618473,0.333333333,0.282942121,0.565884242,90.04160046,114.5607743,0.103944093,4.347462374,28.36331321,1.808481371,0.06907644
98,30,0.3,40,0.798975017,0.421075961,0.549819004,0.840001313,111.583928,154.6277618,0.217109666,12.91108093,38.98165043,1.242759925,0.1562292
99,30,0.3,40,0.836593725,0.447213595,0.569410035,0.821174538,105.0892307,137.9361859,0.188475256,14.99845493,53.40090939,1.145515951,0.1363156
100,30,0.3,40,0.718516797,0.301511345,0.157048432,0.405121673,86.99182533,86.60253906,0.025732644,1.753614824,3.482338792,1.265531553,0.04442218
101,30,0.3,40,0.752255969,0.313727903,0.170552898,0.408827807,92.18864788,123.4036638,0.155408667,4.899241641,31.05892646,1.780146722,0.1229927
102,30,0.3,40,0.784225984,0.316227766,0.150987636,0.361564983,89.27290971,101.0542104,0.073849586,3.760646463,15.59144261,1.382545509,0.1032094
103,30,0.3,40,0.725820022,0.267261242,0.218756303,0.50020125,88.89265266,102.5315387,0.111603154,3.04547428,22.01714133,2.179669926,0.05447115
104,30,0.3,40,0.757902263,0.30656967,0.318285768,0.615080006,93.07841282,124.7123634,0.150704866,5.537734558,30.83494911,1.524414825,0.1226962
105,30,0.3,40,0.785582178,0.316227766,0.301975273,0.572957795,94.32395078,126.8768286,0.161909465,8.558904364,43.56561493,1.382234354,0.1092207
106,30,0.3,40,0.697468411,0.229415734,0.207545578,0.502594557,88.45689025,93.44749159,0.123364609,2.331745545,5.787389114,2.49035207,0.06467432
107,30,0.3,40,0.724535006,0.295656198,0.428234729,0.784142904,98.64215483,133.9860429,0.168624431,9.389358201,42.57555281,1.471172737,0.1246956
108,30,0.3,40,0.742659835,0.316227766,0.452962909,0.794179167,93.54912833,126.3620741,0.168630054,9.113292679,54.86229691,1.748475857,0.09425899
109,30,0.5,20,0.805995977,0.577350269,0.367552597,0.636619772,113.330561,116.3572782,0.018139955,5.913224557,11.11840077,0.690557735,0.02547491
110,30,0.5,20,0.851298292,0.680413817,0.579959658,0.816927334,196.2461484,264.5339544,0.23653613,32.34160236,73.95039491,0.803443273,0.1405109
111,30,0.5,20,0.904997185,0.707106781,0.562697698,0.753129277,145.1130547,187.2082116,0.160301861,17.51570055,65.47200752,0.92598581,0.08321676
112,30,0.5,20,0.767663317,0.40824829,0.259898934,0.530516477,114.8340558,117.5605013,0.028414182,4.540079166,13.05231179,0.905090401,0.02283455
113,30,0.5,20,0.807248973,0.440225453,0.314147679,0.572464291,124.5074946,167.050305,0.142640545,9.178828261,28.71603414,1.127673849,0.06413702
114,30,0.5,20,0.849754169,0.447213595,0.284705017,0.509295818,120.5525744,132.863683,0.074286277,7.151271323,22.16238862,0.863765672,0.04678356
115,30,0.5,20,0.761618473,0.333333333,0.282942121,0.565884242,115.8890029,117.1774135,0.050822613,4.377197367,10.65513677,0.733810969,0.01493969
116,30,0.5,20,0.798975017,0.421075961,0.549819004,0.840001313,125.5772779,167.4955781,0.167191982,8.754211266,37.87328628,1.039245447,0.0679256
117,30,0.5,20,0.836593725,0.447213595,0.569410035,0.821174538,116.3663856,135.8596499,0.072858786,5.454572967,21.67683271,1.287301336,0.03570464
118,30,0.5,20,0.718516797,0.301511345,0.157048432,0.405121673,115.195513,116.5155472,0.045833822,3.872089281,9.633896738,1.236810257,0.01492596
119,30,0.5,20,0.752255969,0.313727903,0.170552898,0.408827807,118.6725633,130.3690132,0.059185904,7.226612502,26.38063853,1.079956317,0.04143215
120,30,0.5,20,0.784225984,0.316227766,0.150987636,0.361564983,116.8667679,124.5136154,0.032668222,4.208423648,11.19340351,0.789031783,0.02892591
121,30,0.5,20,0.725820022,0.267261242,0.218756303,0.50020125,115.5059336,117.2077809,0.017470373,4.323931552,11.30644091,0.823962257,0.01396162
122,30,0.5,20,0.757902263,0.30656967,0.318285768,0.615080006,115.6562156,122.0642422,0.04447295,4.961449697,14.47211195,0.968355528,0.05178948
123,30,0.5,20,0.785582178,0.316227766,0.301975273,0.572957795,116.6189451,120.0496058,0.070220511,4.320102359,10.05666178,0.754159082,0.04054939
124,30,0.5,20,0.697468411,0.229415734,0.207545578,0.502594557,115.9014465,117.8183523,0.00911417,3.532413832,10.6111343,0.933564844,0.01534324
125,30,0.5,20,0.724535006,0.295656198,0.428234729,0.784142904,116.5443455,123.0543621,0.040262912,4.179439577,11.63891217,0.891263016,0.038792
126,30,0.5,20,0.742659835,0.316227766,0.452962909,0.794179167,116.1452539,119.512626,0.02675124,3.2427037,8.111096676,1.045763227,0.02586226
127,30,0.5,30,0.805995977,0.577350269,0.367552597,0.636619772,97.86453251,139.4753262,0.185648416,9.172333495,30.07210798,1.334723995,0.07049727
128,30,0.5,30,0.851298292,0.680413817,0.579959658,0.816927334,211.8276677,282.6684761,0.224520407,42.60054383,119.0075586,0.71841645,0.1888682
129,30,0.5,30,0.904997185,0.707106781,0.562697698,0.753129277,161.2631145,214.0674071,0.204275721,32.57183626,80.74635624,0.72401534,0.1500717
130,30,0.5,30,0.767663317,0.40824829,0.259898934,0.530516477,91.39027334,115.6423077,0.138397477,3.938910872,11.98436376,1.144546901,0.05104454
131,30,0.5,30,0.807248973,0.440225453,0.314147679,0.572464291,121.7734173,183.730926,0.237708396,20.40833889,58.86560783,0.909629296,0.1314866
132,30,0.5,30,0.849754169,0.447213595,0.284705017,0.509295818,110.0612204,148.1819818,0.1982081,10.56558099,39.70236208,1.104875699,0.1026201
133,30,0.5,30,0.761618473,0.333333333,0.282942121,0.565884242,92.04832441,119.9973239,0.148811929,6.158741443,29.89579605,1.487049795,0.05004223
134,30,0.5,30,0.798975017,0.421075961,0.549819004,0.840001313,120.6645956,176.0242019,0.250455603,17.29259441,53.52025857,1.082181689,0.1259629
135,30,0.5,30,0.836593725,0.447213595,0.569410035,0.821174538,107.643274,159.5175267,0.233113621,11.66027308,36.54134516,1.225310061,0.09190674
136,30,0.5,30,0.718516797,0.301511345,0.157048432,0.405121673,89.62189469,94.14533701,0.132550991,4.172660759,10.78246251,1.669548518,0.04895616
137,30,0.5,30,0.752255969,0.313727903,0.170552898,0.408827807,96.73763309,133.6360029,0.155165801,8.301952771,35.97049963,1.260340658,0.09834894
138,30,0.5,30,0.784225984,0.316227766,0.150987636,0.361564983,92.60470388,107.1979791,0.094889571,5.188175176,19.74705187,1.40417297,0.07190575
139,30,0.5,30,0.725820022,0.267261242,0.218756303,0.50020125,89.49734716,92.88722944,0.111326444,3.457994882,10.10742114,1.372039719,0.03953296
140,30,0.5,30,0.757902263,0.30656967,0.318285768,0.615080006,100.9257941,153.1786119,0.226687719,8.493109333,32.25356248,1.276656817,0.1064923
141,30,0.5,30,0.785582178,0.316227766,0.301975273,0.572957795,96.64257104,135.8842652,0.20999476,7.966496962,17.73040135,1.587645862,0.06646393
142,30,0.5,30,0.697468411,0.229415734,0.207545578,0.502594557,93.77029029,136.6888268,0.219757487,5.192836367,24.19959518,1.876061539,0.05473532
143,30,0.5,30,0.724535006,0.295656198,0.428234729,0.784142904,106.6323806,167.2239038,0.291759397,9.426218809,21.64992544,1.389908568,0.1062978
144,30,0.5,30,0.742659835,0.316227766,0.452962909,0.794179167,96.14128076,142.3871758,0.189242023,7.385688544,10.65506833,1.688754257,0.06350638
145,30,0.5,40,0.805995977,0.577350269,0.367552597,0.636619772,116.2064134,167.7632337,0.249960781,21.34765487,69.64584405,0.909071786,0.09597944
146,30,0.5,40,0.851298292,0.680413817,0.579959658,0.816927334,207.117777,285.359718,0.228408518,45.42873509,108.6766688,0.676897843,0.1816683
147,30,0.5,40,0.904997185,0.707106781,0.562697698,0.753129277,155.0598327,215.1860315,0.247944862,37.63173894,108.9606109,0.740011492,0.1473123
148,30,0.5,40,0.767663317,0.40824829,0.259898934,0.530516477,95.0691814,149.3426466,0.241015228,6.937898338,24.41536703,1.921413485,0.07102182
149,30,0.5,40,0.807248973,0.440225453,0.314147679,0.572464291,125.5695184,174.547431,0.23453913,24.71582817,72.9339778,0.858294623,0.1635563
150,30,0.5,40,0.849754169,0.447213595,0.284705017,0.509295818,109.3547249,134.7266599,0.155252742,17.28507986,46.47146819,0.790884577,0.1281148
151,30,0.5,40,0.761618473,0.333333333,0.282942121,0.565884242,97.64690899,142.9896126,0.204769007,9.27085933,61.55272465,1.566535137,0.08342739
152,30,0.5,40,0.798975017,0.421075961,0.549819004,0.840001313,129.6140228,190.0578216,0.271015776,21.69942421,73.49993097,0.983797773,0.1591768
153,30,0.5,40,0.836593725,0.447213595,0.569410035,0.821174538,121.8206572,171.0705553,0.241721221,32.23927986,77.49937811,0.828794135,0.131351
154,30,0.5,40,0.718516797,0.301511345,0.157048432,0.405121673,89.76501273,105.912609,0.116575404,6.661328737,39.27138566,1.647479342,0.07927719
155,30,0.5,40,0.752255969,0.313727903,0.170552898,0.408827807,97.51724765,129.7513534,0.159522353,13.85624204,59.29530189,1.153062325,0.1482293
156,30,0.5,40,0.784225984,0.316227766,0.150987636,0.361564983,94.57926836,118.0200158,0.125091744,9.20718986,44.25670961,1.22537226,0.1231718
157,30,0.5,40,0.725820022,0.267261242,0.218756303,0.50020125,92.66698042,136.4734228,0.185863833,7.436332293,46.45681943,1.855562807,0.07612491
158,30,0.5,40,0.757902263,0.30656967,0.318285768,0.615080006,107.4988229,153.0797296,0.219908355,14.30192654,38.40838306,0.962600954,0.1341595
159,30,0.5,40,0.785582178,0.316227766,0.301975273,0.572957795,100.0529597,151.4207834,0.228618023,10.18974246,23.25063161,1.538185461,0.08375338
160,30,0.5,40,0.697468411,0.229415734,0.207545578,0.502594557,94.86788468,128.1155019,0.207366014,7.01760987,23.62369047,1.704180081,0.08809933
161,30,0.5,40,0.724535006,0.295656198,0.428234729,0.784142904,114.5693353,165.2917095,0.262658675,19.56050271,69.80589483,1.236265021,0.1325252
162,30,0.5,40,0.742659835,0.316227766,0.452962909,0.794179167,102.0377365,149.2816243,0.214352927,19.46500462,67.21906282,1.423635926,0.09059223
